category,moduleId,moduleTitle,assessmentType,form,questionId,pairedQuestionId,competencyId,bloomLevel,difficulty,prompt,optionA,optionB,optionC,optionD,correctAnswerLetter,correctAnswerText,rationale,sourceReferences,validationStatus
"behavioural","behavioural-strategy","Strategy","formal","A","behavioural-strategy:A4","behavioural-strategy:B4","st-identify","analyze","difficult","Examine:  class SortStrategy { public: virtual void sort(std::vector<int>&) = 0; };  class Quick : public SortStrategy { void sort(std::vector<int>&) override; };  class Sorter { SortStrategy* s; public: Sorter(SortStrategy* x) : s(x) {} void run(std::vector<int>& v) { s->sort(v); } };  Which pattern is this?","State","Command","Template Method","Strategy","D","Strategy","A context delegating to an injected, interchangeable algorithm object is Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","formal","A","behavioural-strategy:A5","behavioural-strategy:B5","st-evaluate","evaluate","difficult","A design swaps an object’s algorithm via an interface, but the object never changes which one it uses based on its own internal state — the client picks it. Is Strategy or State the better fit?","Strategy — it is a client-selected interchangeable algorithm, not state-driven behaviour","State — any swappable behaviour is State","Observer — it notifies dependents","Command — it encapsulates a request","A","Strategy — it is a client-selected interchangeable algorithm, not state-driven behaviour","Strategy is a client-chosen algorithm; State changes behaviour as the object’s own state transitions. Here the client selects it, so Strategy fits.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-strategy","Strategy","formal","B","behavioural-strategy:B1","behavioural-strategy:A1","st-intent","remember","easy","Strategy’s purpose is to ___.","broadcast changes to many observers","make a set of algorithms interchangeable behind a common interface","build an object step by step","share intrinsic state","B","make a set of algorithms interchangeable behind a common interface","Strategy makes algorithms interchangeable behind one interface. The distractors are Observer, Builder, and Flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-strategy","Strategy","formal","B","behavioural-strategy:B2","behavioural-strategy:A2","st-mechanism","understand","moderate","What is the relationship between context and strategy?","The strategy owns and controls the context","Context and strategy are the same object","The context delegates the varying behaviour to a strategy object it holds","The strategy must be a Singleton","C","The context delegates the varying behaviour to a strategy object it holds","The context delegates the variable behaviour to a held strategy, so swapping strategies changes behaviour without touching the context.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","formal","B","behavioural-strategy:B3","behavioural-strategy:A3","st-select","apply","moderate","A game character’s pathfinding should switch among A*, Dijkstra, and greedy at runtime depending on settings, with the rest of the code unchanged. Which pattern?","Memento","Mediator","Visitor","Strategy","D","Strategy","Interchangeable algorithms selected at runtime behind one interface is Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","formal","B","behavioural-strategy:B4","behavioural-strategy:A4","st-identify","analyze","difficult","Examine:  class Compressor { public: virtual void compress(File&) = 0; };  class Zip : public Compressor { void compress(File&) override; };  class Archiver { Compressor* c; public: Archiver(Compressor* x) : c(x) {} void store(File& f) { c->compress(f); } };  Which pattern is this?","Strategy","Observer","State","Adapter","A","Strategy","A context (Archiver) delegating to an injected interchangeable algorithm (Compressor) is Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","formal","B","behavioural-strategy:B5","behavioural-strategy:A5","st-evaluate","evaluate","difficult","A class accepts a payment-algorithm object implementing a common interface and delegates the calculation to it, letting callers pass any algorithm. Is “Strategy” a defensible label?","No — this must be Template Method","Yes — delegating interchangeable algorithms through a common interface chosen by the caller is exactly Strategy","No — Strategy requires inheriting the context","Yes — but only with exactly two algorithms","B","Yes — delegating interchangeable algorithms through a common interface chosen by the caller is exactly Strategy","Caller-chosen interchangeable algorithms behind a common interface, delegated by the context, is Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","in-module","","behavioural-strategy:remembering","","strategy-intent","remembering","easy","A Strategy design groups several ___ behind one shared interface so the host can use any of them.","interchangeable algorithms","one-to-many notifications","state snapshots","grammar rules","A","interchangeable algorithms","Strategy bundles interchangeable algorithms behind a common interface. The distractors describe Observer, Memento, and Interpreter.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","in-module","","behavioural-strategy:understanding","","strategy-mechanism","understanding","moderate","In a Strategy design, why does the host class keep a reference to the strategy interface rather than a concrete algorithm?","So the strategy can notify the host of changes","So that any concrete algorithm can be plugged in and delegated to without editing the host","So the host can inherit each algorithm in turn","So all algorithms share a single global instance","B","So that any concrete algorithm can be plugged in and delegated to without editing the host","Holding the interface lets the host delegate to any concrete algorithm interchangeably, so swapping behaviour never touches the host.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","in-module","","behavioural-strategy:applying","","strategy-select","applying","moderate","A media exporter must encode video with H.264, VP9, or AV1, with the choice picked from a settings menu at runtime and the rest of the export pipeline untouched. Which approach fits?","Let an internal mode drive the encoder transitions","Notify a list of subscribers each time encoding finishes","Pull each encoder behind a shared interface and have the pipeline delegate to the one the caller selected","Wrap each encode request as a storable, undoable object","C","Pull each encoder behind a shared interface and have the pipeline delegate to the one the caller selected","Caller-selected, interchangeable algorithms behind one interface is Strategy. The distractors describe State, Observer, and Command.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","in-module","","behavioural-strategy:analyzing","","strategy-identify","analyzing","difficult","Study this code:

struct TaxRule { virtual double apply(double amount) const = 0; };
struct FlatTax : TaxRule { double apply(double a) const override { return a * 0.2; } };
class Invoice {
  const TaxRule* rule;
public:
  explicit Invoice(const TaxRule* r) : rule(r) {}
  double total(double net) const { return net + rule->apply(net); }
};

Which pattern does Invoice’s collaboration with TaxRule demonstrate?","State — the rule changes the object’s mode","Template Method — a fixed skeleton with overridable steps","Command — the request is reified for undo","Strategy — the host delegates to an injected, interchangeable algorithm","D","Strategy — the host delegates to an injected, interchangeable algorithm","Invoice delegates the varying calculation to an injected TaxRule it never names concretely, with no state-transition methods — that is Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-strategy","Strategy","in-module","","behavioural-strategy:evaluating","","strategy-evaluate","evaluating","difficult","A class accepts a compression algorithm object through its constructor and delegates compression to it; the object never swaps itself out, and the caller decides which one to pass. Is labelling this Strategy defensible?","Yes — caller-chosen, interchangeable, delegated algorithms with no self-driven transitions is exactly Strategy","No — it must be State because behaviour is delegated to a polymorphic object","No — Strategy requires the host to inherit the algorithm","Yes — but only if there are at least three algorithms available","A","Yes — caller-chosen, interchangeable, delegated algorithms with no self-driven transitions is exactly Strategy","Strategy is a caller-selected algorithm injected and delegated to; the absence of self-driven state transitions distinguishes it from State.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","A","behavioural-template-method:A1","behavioural-template-method:B1","tm-intent","remember","easy","What is the intent of the Template Method pattern?","Define the skeleton of an algorithm in a base method, deferring some steps to subclasses","Convert interfaces","Ensure one instance","Share intrinsic state","A","Define the skeleton of an algorithm in a base method, deferring some steps to subclasses","Template Method fixes an algorithm’s skeleton and lets subclasses supply steps. The distractors are Adapter, Singleton, and Flyweight.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-template-method","Template Method","formal","A","behavioural-template-method:A2","behavioural-template-method:B2","tm-fixedvary","understand","moderate","In Template Method, what stays fixed and what varies?","Everything is overridden","The overall step sequence is fixed in the base class while specific steps are overridden by subclasses","Nothing can be overridden","The client supplies the whole algorithm at runtime","B","The overall step sequence is fixed in the base class while specific steps are overridden by subclasses","The invariant sequence lives in the base method; subclasses override only the designated variable steps.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","A","behavioural-template-method:A3","behavioural-template-method:B3","tm-select","apply","moderate","Several report generators share the same overall flow (open → fetch → format → save) but differ only in how they format. You want the flow defined once. Which pattern?","Strategy","Command","Template Method","Observer","C","Template Method","A fixed algorithm skeleton with a varying step implemented per subclass is Template Method. Strategy would inject the whole algorithm as an object.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","A","behavioural-template-method:A4","behavioural-template-method:B4","tm-identify","analyze","difficult","Examine:  class Game { public: void play() { start(); while (!over()) turn(); end(); } protected: virtual void start() = 0; virtual void turn() = 0; virtual bool over() = 0; virtual void end() = 0; };  class Chess : public Game { /* overrides */ };  Which pattern is this?","Strategy","State","Command","Template Method","D","Template Method","A non-virtual base method fixing the flow and calling overridable steps is Template Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","A","behavioural-template-method:A5","behavioural-template-method:B5","tm-evaluate","evaluate","difficult","An algorithm’s invariant steps live in a base method that calls overridable hooks; subclasses customise only those hooks. Is this Template Method or Strategy?","Template Method — variation happens via subclass overrides of fixed hook steps (inheritance), not a swapped strategy object","Strategy — any variation is Strategy","Observer — it notifies dependents","Composite — it forms a tree","A","Template Method — variation happens via subclass overrides of fixed hook steps (inheritance), not a swapped strategy object","Template Method varies behaviour through subclass overrides of fixed hooks (inheritance); Strategy varies it by composing a swappable object.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-template-method","Template Method","formal","B","behavioural-template-method:B1","behavioural-template-method:A1","tm-intent","remember","easy","Template Method defines ___.","a one-to-many dependency","an algorithm’s skeleton whose selected steps subclasses fill in without changing its structure","a surrogate for access control","a part-whole hierarchy","B","an algorithm’s skeleton whose selected steps subclasses fill in without changing its structure","Template Method defines an algorithm skeleton with subclass-filled steps. The distractors are Observer, Proxy, and Composite.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-template-method","Template Method","formal","B","behavioural-template-method:B2","behavioural-template-method:A2","tm-fixedvary","understand","moderate","Where is the invariant control flow located in Template Method?","In each subclass separately","In a separate strategy object","In a base-class method that calls the overridable primitive operations in a fixed order","In the client code","C","In a base-class method that calls the overridable primitive operations in a fixed order","The base class owns the fixed control flow and calls the overridable steps in order.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","B","behavioural-template-method:B3","behavioural-template-method:A3","tm-select","apply","moderate","Data importers for CSV, JSON, and XML all follow validate → parse → transform → persist, differing only in parsing. You want to write the sequence once. Which pattern?","Visitor","Mediator","Bridge","Template Method","D","Template Method","A shared fixed sequence with one varying step per subclass is Template Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","B","behavioural-template-method:B4","behavioural-template-method:A4","tm-identify","analyze","difficult","Examine:  class Beverage { public: void make() { boil(); brew(); pour(); addExtras(); } protected: void boil(); void pour(); virtual void brew() = 0; virtual void addExtras() = 0; };  class Tea : public Beverage { /* overrides brew, addExtras */ };  Which pattern is this?","Template Method","Strategy","Decorator","Command","A","Template Method","A fixed make() sequence calling some concrete and some overridable steps is Template Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","formal","B","behavioural-template-method:B5","behavioural-template-method:A5","tm-evaluate","evaluate","difficult","A base class fixes the sequence run() { setUp(); execute(); tearDown(); } where execute() is abstract and subclasses implement it. Is “Template Method” defensible?","No — this is Strategy","Yes — a fixed skeleton with subclass-supplied steps via overriding is exactly Template Method","No — Template Method forbids abstract steps","Yes — but only with one subclass","B","Yes — a fixed skeleton with subclass-supplied steps via overriding is exactly Template Method","A fixed skeleton whose variable steps are supplied by subclass overrides is Template Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","in-module","","behavioural-template-method:remembering","","template-intent","remembering","easy","The Template Method pattern keeps an algorithm’s ___ fixed in a base method while letting subclasses supply certain steps.","list of observers","overall step sequence","state-transition table","request history","B","overall step sequence","Template Method fixes the overall step sequence in the base class and defers chosen steps to subclasses. The distractors belong to Observer, State, and Command.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","in-module","","behavioural-template-method:understanding","","template-fixedvary","understanding","moderate","In a Template Method design, what is fixed and what varies?","Everything is overridden by each subclass","The base method fixes the order of steps while subclasses override only the designated variable steps","Nothing in the algorithm can ever be overridden","The caller injects the entire algorithm as a separate object","B","The base method fixes the order of steps while subclasses override only the designated variable steps","The invariant control flow lives in the base method; subclasses override only the marked variable steps, not the sequence.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","in-module","","behavioural-template-method:applying","","template-select","applying","moderate","Three exporters share the flow open → gather → render → close and differ only in how they render, and you want that flow written exactly once. Which approach fits?","Inject the whole export algorithm as a swappable object the caller chooses","Put the fixed flow in a base method that calls an overridable render step subclasses implement","Pass the export request through a chain of handlers","Coordinate the exporters through a central hub","B","Put the fixed flow in a base method that calls an overridable render step subclasses implement","A fixed skeleton in a base method calling an overridable step per subclass is Template Method; injecting the whole algorithm would be Strategy.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","in-module","","behavioural-template-method:analyzing","","template-identify","analyzing","difficult","Study this code:

class Report {
public:
  void build() { header(); body(); footer(); }
protected:
  void header() { /* fixed */ }
  void footer() { /* fixed */ }
  virtual void body() = 0;
};
class SalesReport : public Report {
  void body() override { /* sales rows */ }
};

Which pattern does build() demonstrate?","Strategy — the body is an injected algorithm object","State — build changes with internal mode","Template Method — a fixed sequence calling an overridable hook step","Command — build reifies a request","C","Template Method — a fixed sequence calling an overridable hook step","A non-overridden base method fixing the order and calling an overridable hook (body) implemented by subclasses is Template Method.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-template-method","Template Method","in-module","","behavioural-template-method:evaluating","","template-evaluate","evaluating","difficult","An algorithm’s invariant steps live in a base method that invokes overridable hooks, and subclasses customise behaviour only by overriding those hooks via inheritance. Is this better called Template Method or Strategy?","Strategy — any variation in behaviour is Strategy","Observer — the hooks notify dependents","Composite — the steps form a tree","Template Method — variation comes from subclass overrides of fixed hook steps, not a composed swappable object","D","Template Method — variation comes from subclass overrides of fixed hook steps, not a composed swappable object","Template Method varies behaviour through inheritance and subclass overrides of fixed hooks; Strategy varies it by composing a swappable algorithm object.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","A","behavioural-visitor:A1","behavioural-visitor:B1","vs-intent","remember","easy","What is the intent of the Visitor pattern?","Represent an operation to perform on the elements of an object structure, letting you add new operations without changing the element classes","Convert interfaces","Ensure one instance","Traverse a collection sequentially","A","Represent an operation to perform on the elements of an object structure, letting you add new operations without changing the element classes","Visitor adds operations over a structure without modifying its element classes. The distractors are Adapter, Singleton, and Iterator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-visitor","Visitor","formal","A","behavioural-visitor:A2","behavioural-visitor:B2","vs-mechanism","understand","moderate","How does Visitor add a new operation across a class hierarchy without editing those classes?","By rewriting every element class","Each element accepts a visitor and dispatches to the visitor’s method for its type; new operations are new visitor classes","By making each element a Singleton","By converting each element’s interface","B","Each element accepts a visitor and dispatches to the visitor’s method for its type; new operations are new visitor classes","Elements accept() a visitor and call back the type-specific visit() (double dispatch); a new operation is simply a new visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","A","behavioural-visitor:A3","behavioural-visitor:B3","vs-select","apply","moderate","An AST has many node types; you must add operations like type-check, pretty-print, and optimise without modifying each node class every time. Which pattern?","Composite","Iterator","Visitor","Strategy","C","Visitor","Adding many operations over a stable element hierarchy without editing elements is Visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","A","behavioural-visitor:A4","behavioural-visitor:B4","vs-identify","analyze","difficult","Examine:  class Visitor; class Node { public: virtual void accept(Visitor&) = 0; };  class Number : public Node { public: int v; void accept(Visitor& vi) override; /* vi.visit(*this) */ };  class Visitor { public: virtual void visit(Number&) = 0; virtual void visit(Add&) = 0; };  Which pattern is this?","Composite","Mediator","Observer","Visitor","D","Visitor","accept()/visit() double dispatch over an element hierarchy is the Visitor pattern.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","A","behavioural-visitor:A5","behavioural-visitor:B5","vs-evaluate","evaluate","difficult","A team needs to add many unrelated operations over a stable set of node types and rarely adds new node types. Is Visitor an appropriate choice, and why?","Yes — Visitor fits stable element types with frequently-added operations, localising each operation in a visitor (though adding new element types is costly)","No — Visitor is for adding new element types easily","No — Visitor cannot support multiple operations","Yes — because Visitor makes adding new node types trivial","A","Yes — Visitor fits stable element types with frequently-added operations, localising each operation in a visitor (though adding new element types is costly)","Visitor suits stable element hierarchies with many added operations; its known cost is that new element types require touching every visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-visitor","Visitor","formal","B","behavioural-visitor:B1","behavioural-visitor:A1","vs-intent","remember","easy","Visitor lets you ___.","share intrinsic state","add new operations over an object structure without modifying the structure’s classes","notify many observers","encapsulate a request as an object","B","add new operations over an object structure without modifying the structure’s classes","Visitor adds operations without modifying element classes. The distractors are Flyweight, Observer, and Command.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-visitor","Visitor","formal","B","behavioural-visitor:B2","behavioural-visitor:A2","vs-mechanism","understand","moderate","What technique lets the correct visitor method run for each concrete element type?","A global switch on a type tag","Reflection at link time","Double dispatch — accept() on the element calls the visitor overload specific to that element’s type","Copying the element first","C","Double dispatch — accept() on the element calls the visitor overload specific to that element’s type","Double dispatch (element.accept → visitor.visit overload) selects the right operation for the concrete element type.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","B","behavioural-visitor:B3","behavioural-visitor:A3","vs-select","apply","moderate","A shape hierarchy needs new operations (area, export-to-SVG, bounding-box) added over time without touching each shape class for every new operation. Which pattern?","Decorator","Bridge","State","Visitor","D","Visitor","Adding operations over a stable hierarchy without editing element classes is Visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","B","behavioural-visitor:B4","behavioural-visitor:A4","vs-identify","analyze","difficult","Examine:  class ShapeVisitor { public: virtual void visit(Circle&) = 0; virtual void visit(Square&) = 0; };  class Shape { public: virtual void accept(ShapeVisitor&) = 0; };  class Circle : public Shape { void accept(ShapeVisitor& v) override { v.visit(*this); } };  Which pattern is this?","Visitor","Composite","Strategy","Iterator","A","Visitor","accept()/visit() double dispatch over a shape hierarchy is Visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","formal","B","behavioural-visitor:B5","behavioural-visitor:A5","vs-evaluate","evaluate","difficult","Adding a new node type to a working Visitor design forces edits to every visitor class. Is this a known and acceptable trade-off of Visitor?","No — Visitor makes adding element types free","Yes — Visitor trades cheap new operations for costly new element types; this is its well-known trade-off, acceptable when element types are stable","No — it means the design is wrong","Yes — but only in C++","B","Yes — Visitor trades cheap new operations for costly new element types; this is its well-known trade-off, acceptable when element types are stable","Visitor’s recognised trade-off: easy new operations, costly new element types — acceptable when the element set is stable.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns; CodiNeo Behavioural module content","draft"
"behavioural","behavioural-visitor","Visitor","in-module","","behavioural-visitor:remembering","","visitor-intent","remembering","easy","The Visitor pattern lets you ___.","add new operations over an object structure without modifying the structure’s element classes","walk a collection while hiding its storage","centralise communication between objects","restore an object to a saved state","A","add new operations over an object structure without modifying the structure’s element classes","Visitor adds operations over a structure without editing the element classes. The distractors describe Iterator, Mediator, and Memento.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","in-module","","behavioural-visitor:understanding","","visitor-mechanism","understanding","moderate","What technique lets the correct operation run for each concrete element type in a Visitor design?","A global switch over an integer type tag","Reflection performed at link time","Double dispatch — each element’s accept calls back the visitor overload matching the element’s concrete type","Copying each element before operating on it","C","Double dispatch — each element’s accept calls back the visitor overload matching the element’s concrete type","Double dispatch (element.accept → the visitor’s type-specific visit) selects the right operation for each concrete element type; a new operation is just a new visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","in-module","","behavioural-visitor:applying","","visitor-select","applying","moderate","A document model has paragraph, image, and table nodes; you must keep adding operations like word-count, export-to-HTML, and spell-check without editing each node class for every new operation. Which approach fits?","Give each node a current-state object that changes its behaviour","Move each operation into a separate visitor with one visit method per node type, with nodes calling back via accept","Pass each node through a chain of handlers","Coordinate the nodes through a central hub","B","Move each operation into a separate visitor with one visit method per node type, with nodes calling back via accept","Adding many operations over a stable element hierarchy without editing the elements, via accept/visit double dispatch, is Visitor. The distractors describe State, Chain of Responsibility, and Mediator.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","in-module","","behavioural-visitor:analyzing","","visitor-identify","analyzing","difficult","Study this code:

struct Circle; struct Rect;
struct ShapeOp {
  virtual void on(Circle&) = 0;
  virtual void on(Rect&) = 0;
};
struct Shape { virtual void accept(ShapeOp&) = 0; };
struct Circle : Shape { void accept(ShapeOp& op) override { op.on(*this); } };

Which pattern does the accept/on collaboration demonstrate?","Composite — a part-whole tree","Mediator — peers coordinated by a hub","Observer — a subject notifying dependents","Visitor — accept/visit double dispatch adding operations over an element hierarchy","D","Visitor — accept/visit double dispatch adding operations over an element hierarchy","Elements exposing accept and calling back a type-specific operation (double dispatch) so operations live in the operation object is Visitor.","Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"behavioural","behavioural-visitor","Visitor","in-module","","behavioural-visitor:evaluating","","visitor-evaluate","evaluating","difficult","A team must add many unrelated operations over a node hierarchy whose set of node types almost never changes. Is Visitor an appropriate choice, and why?","Yes — Visitor suits a stable element set with frequently-added operations, isolating each operation in its own visitor (accepting that new element types would be costly)","No — Visitor is meant for adding new element types cheaply","No — Visitor can express only a single operation","Yes — because Visitor makes adding new node types trivial","A","Yes — Visitor suits a stable element set with frequently-added operations, isolating each operation in its own visitor (accepting that new element types would be costly)","Visitor fits stable element hierarchies with many added operations; its known cost is that introducing a new element type forces edits to every visitor.","CodiNeo Behavioural module content; Gamma, Helm, Johnson, Vlissides (1994), Design Patterns","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","A","idioms-pimpl:A1","idioms-pimpl:B1","pimpl-intent","remember","easy","What does the PIMPL (pointer to implementation) idiom do?","Converts one interface into another","Shares intrinsic state across many objects","Hides a class’s private members behind a pointer to an implementation struct, keeping the header stable","Provides one-to-many notification","C","Hides a class’s private members behind a pointer to an implementation struct, keeping the header stable","PIMPL moves private members into a hidden implementation accessed through a pointer, so the header stays stable. The distractors are Adapter, Flyweight, and Observer.","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); CodiNeo Idioms module content","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","A","idioms-pimpl:A2","idioms-pimpl:B2","pimpl-classify","understand","moderate","How should PIMPL be classified relative to the GoF design patterns?","As the GoF Bridge pattern","As a GoF structural pattern","As a GoF creational pattern","As a C++ implementation idiom (a compilation firewall), distinct from Bridge","D","As a C++ implementation idiom (a compilation firewall), distinct from Bridge","PIMPL is a C++ implementation idiom for header insulation, not a GoF pattern, and is distinct from Bridge (which varies an abstraction/implementation hierarchy).","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); Nesteruk (2022), Design Patterns in Modern C++","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","A","idioms-pimpl:A3","idioms-pimpl:B3","pimpl-select","apply","moderate","A widely-included library header keeps changing its private members, forcing slow recompiles of every client. You want the header to stop exposing those members so clients rarely recompile. Which technique fits?","The PIMPL idiom (pointer to a hidden implementation)","The Composite pattern","The Observer pattern","The Strategy pattern","A","The PIMPL idiom (pointer to a hidden implementation)","Insulating clients from private-member changes via a hidden implementation pointer is PIMPL. The distractors solve unrelated problems.","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL)","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","A","idioms-pimpl:A4","idioms-pimpl:B4","pimpl-identify","analyze","difficult","Examine (widget.h):  class Widget { public: Widget(); ~Widget(); void draw(); private: struct Impl; std::unique_ptr<Impl> p; };  with all members defined in widget.cpp. Which C++ idiom does this header demonstrate?","Bridge pattern","PIMPL idiom","Flyweight pattern","Proxy pattern","B","PIMPL idiom","An opaque nested Impl held by a smart pointer, with definitions in the .cpp, is the PIMPL idiom (a compilation firewall).","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); Nesteruk (2022), Design Patterns in Modern C++","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","A","idioms-pimpl:A5","idioms-pimpl:B5","pimpl-evaluate","evaluate","difficult","A developer says a class “uses Bridge” because it holds a unique_ptr<Impl>. But there is exactly one Impl type whose only purpose is to hide private members and reduce header dependencies — no abstraction/implementation hierarchy varies. Is “Bridge” accurate?","Yes — any pointer-to-impl is Bridge","Yes — Bridge and PIMPL are interchangeable terms","No — a single fixed implementation used only to hide members and stabilise the header is the PIMPL idiom, not Bridge","No — this is actually the Adapter pattern","C","No — a single fixed implementation used only to hide members and stabilise the header is the PIMPL idiom, not Bridge","With one fixed implementation used solely for header insulation, this is PIMPL, not Bridge — Bridge requires independently varying abstraction and implementation hierarchies.","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); Nesteruk (2022), Design Patterns in Modern C++","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","B","idioms-pimpl:B1","idioms-pimpl:A1","pimpl-intent","remember","easy","The PIMPL idiom primarily ___.","shares intrinsic state across objects","defines interchangeable algorithms","captures and restores object state","moves a class’s private implementation behind a pointer so the header stays stable and dependencies shrink","D","moves a class’s private implementation behind a pointer so the header stays stable and dependencies shrink","PIMPL relocates the private implementation behind a pointer to insulate the header and cut dependencies. The distractors are Flyweight, Strategy, and Memento.","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); CodiNeo Idioms module content","draft"
"idioms","idioms-pimpl","PIMPL (Pointer to Implementation)","formal","B","idioms-pimpl:B2","idioms-pimpl:A2","pimpl-classify","understand","moderate","Which benefits does PIMPL provide?","Reduced header/compile-time dependencies, a more stable header/ABI, and hidden implementation details","Runtime algorithm swapping","Automatic object pooling","One-to-many event notification","A","Reduced header/compile-time dependencies, a more stable header/ABI, and hidden implementation details","PIMPL’s benefits are fewer header dependencies, a more stable header/ABI, and hidden implementation details. The distractors describe Strategy, Flyweight, and Observer.","Sutter (1999), Exceptional C++ — Compilation Firewalls (PIMPL); Nesteruk (2022), Design Patterns in Modern C++","draft"
